"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000007","PUBLISHED","2010","EUR","","TJK","BTSX","12.4","12.41116","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","TJK","BTSX","69.5","69.50127","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","TJK","BTSX","16.1","16.12224","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TKM","MLE","57.6","57.55820","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","TKM","MLE","12.3","12.30298","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","TKM","MLE","17.1","17.06974","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","TKM","FMLE","67.4","67.43173","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TKM","FMLE","62.7","62.74371","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","TKM","FMLE","14.7","14.67962","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","TKM","FMLE","20.1","20.11186","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","TKM","BTSX","63.3","63.31976","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","TKM","BTSX","13.6","13.56327","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","TKM","BTSX","61.7","61.72654","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","TKM","BTSX","18.7","18.74197","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","TLS","MLE","61.9","61.94714","","","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","","TLS","MLE","17.7","17.71717","","","","",""
"WHOSIS_000007","PUBLISHED","2010","SEAR","","TLS","MLE","13.1","13.09544","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","TLS","MLE","59.4","59.42734","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","TLS","FMLE","63.4","63.40345","","","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","","TLS","FMLE","18.0","17.97919","","","","",""
"WHOSIS_000007","PUBLISHED","2010","SEAR","","TLS","FMLE","13.8","13.78342","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","TLS","FMLE","61.3","61.28380","","","","",""
"WHOSIS_000007","PUBLISHED","2015","SEAR","","TLS","FMLE","13.8","13.83303","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","TLS","BTSX","62.7","62.66777","","","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","","TLS","BTSX","17.9","17.85818","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","TLS","BTSX","60.3","60.33616","","","","",""
"WHOSIS_000007","PUBLISHED","2015","SEAR","","TLS","BTSX","13.3","13.33180","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","TON","MLE","15.5","15.50364","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","TON","MLE","69.1","69.14207","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","TON","MLE","62.5","62.49479","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","TON","MLE","13.1","13.14812","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","TON","FMLE","20.8","20.79123","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","TON","FMLE","75.5","75.50200","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","TON","FMLE","15.8","15.76748","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","TON","FMLE","65.5","65.50594","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","TON","BTSX","18.0","17.99455","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","TON","BTSX","72.2","72.22119","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","TON","BTSX","14.4","14.40872","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","TON","BTSX","64.0","64.01026","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","TTO","MLE","68.7","68.74104","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","TTO","MLE","17.6","17.61981","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","TTO","MLE","14.9","14.87534","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","TTO","MLE","64.0","63.98160","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","TTO","FMLE","75.7","75.69144","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","TTO","FMLE","21.5","21.52945","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","TTO","FMLE","68.6","68.60966","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","TTO","FMLE","18.9","18.88093","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","TTO","BTSX","72.1","72.11720","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","TTO","BTSX","19.6","19.61233","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","TTO","BTSX","66.2","66.22780","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","TTO","BTSX","17.2","17.23903","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EMR","","TUN","MLE","19.6","19.56847","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","TUN","MLE","74.6","74.57684","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","TUN","MLE","66.1","66.08925","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","TUN","MLE","15.1","15.14713","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EMR","","TUN","FMLE","22.1","22.11456","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","TUN","FMLE","78.8","78.83195","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","TUN","FMLE","16.8","16.78157","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","TUN","BTSX","64.8","64.80180","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EMR","","TUN","BTSX","20.9","20.85403","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","TUN","BTSX","76.7","76.69955","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","TUN","BTSX","16.0","15.99281","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TUR","MLE","64.1","64.13479","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","TUR","MLE","75.4","75.39343","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","TUR","MLE","19.9","19.85395","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","TUR","MLE","15.8","15.78934","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TUR","FMLE","65.8","65.83030","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","TUR","FMLE","80.1","80.06183","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","TUR","FMLE","22.9","22.92029","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TUR","BTSX","65.0","64.96670","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","TUR","BTSX","16.3","16.34397","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","TUR","BTSX","77.8","77.79037","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","TUR","BTSX","21.5","21.48406","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","TUR","BTSX","78.6","78.62457","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TZA","MLE","45.0","45.01416","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","TZA","MLE","10.7","10.66519","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","TZA","MLE","16.7","16.69103","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","TZA","MLE","65.4","65.37194","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TZA","FMLE","45.8","45.83544","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","TZA","FMLE","12.6","12.62976","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","TZA","FMLE","53.7","53.70932","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","TZA","FMLE","18.7","18.74386","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","TZA","FMLE","69.3","69.25912","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","TZA","BTSX","11.7","11.69980","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","TZA","BTSX","53.4","53.35963","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","TZA","BTSX","17.8","17.83135","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","TZA","BTSX","67.3","67.34418","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","TZA","BTSX","18.2","18.15650","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","UGA","MLE","9.5","9.52856","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","UGA","MLE","50.6","50.61524","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","UGA","MLE","63.2","63.24249","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","UGA","MLE","15.7","15.67116","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","UGA","FMLE","53.6","53.56707","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","UGA","FMLE","14.0","13.98403","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","UGA","FMLE","70.1","70.09615","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","UGA","FMLE","19.4","19.37504","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","UGA","BTSX","52.1","52.11912","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","UGA","BTSX","12.6","12.64787","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","UGA","BTSX","17.7","17.69996","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","UKR","MLE","62.1","62.05736","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","UKR","MLE","58.5","58.50813","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","UKR","MLE","11.5","11.50805","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","QAT","FMLE","63.1","63.11208","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EMR","","QAT","FMLE","16.1","16.11908","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EMR","","QAT","FMLE","11.5","11.49568","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","QAT","BTSX","64.7","64.72079","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EMR","","QAT","BTSX","17.3","17.26068","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EMR","","QAT","BTSX","12.5","12.52002","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","QAT","BTSX","76.4","76.40804","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ROU","MLE","62.8","62.81327","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ROU","MLE","17.1","17.07224","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ROU","MLE","13.3","13.30177","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ROU","MLE","71.3","71.27955","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ROU","MLE","63.8","63.75877","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ROU","FMLE","21.1","21.10822","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ROU","FMLE","16.5","16.48453","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ROU","FMLE","78.4","78.42323","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ROU","FMLE","68.8","68.83047","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ROU","BTSX","15.0","15.00574","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ROU","BTSX","74.8","74.82143","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ROU","BTSX","66.3","66.28031","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","ROU","BTSX","19.9","19.87192","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","RUS","MLE","65.8","65.84554","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","RUS","MLE","58.8","58.76910","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","RUS","MLE","15.9","15.91612","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","RUS","MLE","12.1","12.10709","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","RUS","FMLE","76.6","76.60394","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","RUS","FMLE","66.5","66.46303","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","RUS","FMLE","21.4","21.39447","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","RUS","FMLE","16.1","16.11148","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","RUS","BTSX","62.7","62.67002","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","RUS","BTSX","19.1","19.11096","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","RUS","BTSX","14.4","14.44048","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","RUS","BTSX","73.2","73.23246","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","RWA","MLE","16.5","16.46580","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","RWA","MLE","12.5","12.50775","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","RWA","MLE","66.9","66.88290","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","RWA","MLE","59.0","58.95878","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","RWA","FMLE","19.1","19.05069","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","RWA","FMLE","14.3","14.27782","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","RWA","FMLE","71.2","71.24305","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","RWA","FMLE","61.4","61.40834","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","RWA","FMLE","19.2","19.16222","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","RWA","BTSX","13.5","13.47498","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","RWA","BTSX","69.1","69.10349","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","RWA","BTSX","60.2","60.20512","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","RWA","BTSX","18.0","18.01651","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","SAU","MLE","73.1","73.10600","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SAU","MLE","63.8","63.78002","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","SAU","MLE","19.3","19.25123","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","SAU","MLE","13.8","13.80134","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SAU","FMLE","64.4","64.36300","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","SAU","FMLE","20.8","20.77164","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","SAU","FMLE","14.4","14.38164","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","SAU","BTSX","70.5","70.52375","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SAU","BTSX","64.0","64.01756","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","SAU","BTSX","19.9","19.90048","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","SAU","BTSX","14.0","14.03970","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","SDN","MLE","60.4","60.36473","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","SDN","MLE","17.8","17.82932","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","SDN","MLE","13.3","13.29689","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","SDN","FMLE","64.7","64.67456","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","SDN","FMLE","55.1","55.13211","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","SDN","FMLE","14.0","13.96424","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","SDN","BTSX","62.5","62.46532","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","SDN","BTSX","54.3","54.26923","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","","SDN","BTSX","17.3","17.26901","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","SDN","BTSX","13.6","13.64021","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","SEN","MLE","56.9","56.86884","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SEN","MLE","50.1","50.05681","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","SEN","MLE","15.5","15.50296","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","SEN","MLE","11.4","11.35876","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","SEN","FMLE","60.3","60.32320","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SEN","FMLE","51.5","51.49808","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","SEN","FMLE","17.6","17.64775","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","SEN","FMLE","12.5","12.52452","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SEN","BTSX","50.8","50.76027","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","SEN","BTSX","16.6","16.60910","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","SEN","BTSX","12.0","11.96006","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","SEN","BTSX","65.5","65.47308","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","SGP","MLE","19.7","19.74710","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","SGP","MLE","15.4","15.41451","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","SGP","MLE","79.4","79.36228","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","SGP","MLE","71.1","71.05917","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","SGP","FMLE","23.1","23.06065","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","SGP","FMLE","17.7","17.73622","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","SGP","FMLE","84.0","84.01149","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","SGP","FMLE","73.6","73.56760","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","SGP","BTSX","16.6","16.61108","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","SGP","BTSX","81.7","81.70047","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","SGP","BTSX","72.3","72.34006","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","SGP","BTSX","24.1","24.09584","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","SLB","MLE","61.3","61.29574","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","SLB","MLE","55.3","55.27791","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","SLB","MLE","14.1","14.13107","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","SLB","MLE","11.0","11.01716","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","SLB","FMLE","66.4","66.40263","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","SLB","FMLE","58.1","58.05672","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","SLB","FMLE","15.7","15.71826","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","SLB","FMLE","11.9","11.86418","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","SLB","FMLE","67.4","67.40598","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","SLB","BTSX","56.6","56.58207","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","SLB","BTSX","14.9","14.87525","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","SLB","BTSX","11.4","11.41690","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","SLB","BTSX","64.7","64.74374","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","SLE","MLE","15.0","14.95701","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","SLE","MLE","11.3","11.30655","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","SLE","MLE","55.9","55.90025","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SLE","MLE","49.4","49.38710","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","SLE","FMLE","12.0","12.00830","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","SLE","FMLE","57.9","57.93263","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SLE","FMLE","50.0","49.99140","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","SLE","FMLE","16.8","16.83131","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","SLE","BTSX","11.7","11.68397","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","SLE","BTSX","56.9","56.93931","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SLE","BTSX","49.7","49.70284","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","SLE","BTSX","16.4","16.35912","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","SLV","MLE","68.1","68.12299","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","SLV","MLE","59.6","59.63136","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","SLV","MLE","20.4","20.42691","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","SLV","MLE","15.2","15.18815","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","SLV","FMLE","67.0","67.03456","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","SLV","FMLE","22.9","22.85039","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","SLV","FMLE","17.0","16.99972","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","SLV","FMLE","79.1","79.12917","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","SLV","BTSX","63.5","63.46453","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","SLV","BTSX","21.8","21.75517","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","SLV","BTSX","16.2","16.18344","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","SLV","BTSX","75.0","75.03300","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","SLV","BTSX","64.9","64.87102","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","SOM","MLE","12.8","12.82918","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","SOM","MLE","10.0","10.02082","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","SOM","MLE","54.0","54.00606","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SOM","MLE","48.3","48.31541","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","SOM","FMLE","12.0","12.00357","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","SOM","FMLE","59.2","59.22458","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SOM","FMLE","51.3","51.30873","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","SOM","FMLE","16.0","16.01247","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","SOM","BTSX","56.5","56.46892","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SOM","BTSX","49.7","49.71736","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","SOM","BTSX","14.5","14.53767","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","SOM","BTSX","11.2","11.17951","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","SRB","MLE","73.5","73.46343","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","SRB","MLE","65.4","65.36143","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","SRB","MLE","17.9","17.92823","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","SRB","MLE","13.7","13.68337","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","SRB","FMLE","68.4","68.39077","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","SRB","FMLE","21.1","21.09773","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","SRB","FMLE","16.0","16.01687","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","SRB","BTSX","71.4","71.42738","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","SRB","BTSX","19.6","19.57878","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","SRB","BTSX","14.9","14.89843","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","SSD","MLE","52.1","52.05416","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SSD","MLE","45.4","45.40749","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","SSD","MLE","16.6","16.61050","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","SSD","MLE","12.2","12.16852","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","SSD","FMLE","56.4","56.38318","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SSD","FMLE","47.4","47.37351","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","SSD","FMLE","17.7","17.65395","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","SSD","FMLE","13.1","13.14231","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","SSD","BTSX","54.1","54.14880","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SSD","BTSX","46.4","46.35993","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","SSD","BTSX","16.3","16.30018","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","STP","MLE","62.5","62.54929","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","STP","MLE","55.5","55.46530","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","STP","MLE","16.6","16.59905","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","STP","MLE","12.5","12.46562","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","STP","FMLE","55.7","55.65913","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","STP","FMLE","17.5","17.45680","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","STP","FMLE","12.8","12.76249","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","STP","FMLE","69.5","69.54597","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","STP","BTSX","55.6","55.55055","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","STP","BTSX","17.1","17.06507","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","STP","BTSX","12.6","12.62916","","","","",""
